SequenceID	Realm (-viria)	Realm_score	Subrealm (-vira)	Subrealm_score	Kingdom (-virae)	Kingdom_score	Subkingdom (-virites)	Subkingdom_score	Phylum (-viricota)	Phylum_score	Subphylum (-viricotina)	Subphylum_score	Class (-viricetes)	Class_score	Subclass (-viricetidae)	Subclass_score	Order (-virales)	Order_score	Suborder (-virineae)	Suborder_score	Family (-viridae)	Family_score	Subfamily (-virinae)	Subfamily_score	Genus (-virus)	Genus_score	Subgenus (-virus)	Subgenus_score	Species (binomial)	Species_score
ICTVTaxoChallenge_627925	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus buffaloense	0.999999
ICTVTaxoChallenge_62793	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Skunavirus	0.999999	N/A	N/A	Skunavirus LP9207	0.999999
ICTVTaxoChallenge_627954	Monodnaviria	0.713	N/A	N/A	Shotokuvirae	0.713	N/A	N/A	Cressdnaviricota	0.713	N/A	N/A	Repensiviricetes	0.713	N/A	N/A	Geplafuvirales	0.713	N/A	N/A	Geminiviridae	0.713	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_627991	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Flasuviricetes	0.999999	N/A	N/A	Amarillovirales	0.999999	N/A	N/A	Flaviviridae	0.999999	N/A	N/A	Pegivirus	0.999999	N/A	N/A	Pegivirus carolliae	0.999999
ICTVTaxoChallenge_628009	Duplodnaviria	0.9688	N/A	N/A	Heunggongvirae	0.9688	N/A	N/A	Uroviricota	0.9688	N/A	N/A	Caudoviricetes	0.9688	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628029	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Timlovirales	0.999999	N/A	N/A	Steitzviridae	0.999999	N/A	N/A	Giliycovirus	0.999999	N/A	N/A	Giliycovirus lutivicinum	0.999999
ICTVTaxoChallenge_628038	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Paavivirinae	0.999999	Parechovirus	0.999999	N/A	N/A	Parechovirus ahumpari	0.999999
ICTVTaxoChallenge_628050	Adnaviria	0.5005	N/A	N/A	Zilligvirae	0.5005	N/A	N/A	Taleaviricota	0.5005	N/A	N/A	Tokiviricetes	0.5005	N/A	N/A	Primavirales	0.5005	N/A	N/A	Tristromaviridae	0.5005	N/A	N/A	Alphatristromavirus	0.5005	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628063	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Aquareovirus	0.999999	N/A	N/A	Aquareovirus salmonis	0.999999
ICTVTaxoChallenge_62808	Varidnaviria	0.5537	N/A	N/A	Bamfordvirae	0.5537	N/A	N/A	Nucleocytoviricota	0.5537	N/A	N/A	Megaviricetes	0.5537	N/A	N/A	Imitervirales	0.5537	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628099	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus betarhino	0.999999
ICTVTaxoChallenge_628100	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cossaviricota	0.999999	N/A	N/A	Papovaviricetes	0.999999	N/A	N/A	Zurhausenvirales	0.999999	N/A	N/A	Papillomaviridae	0.999999	Firstpapillomavirinae	0.999999	Alphapapillomavirus	0.999999	N/A	N/A	Alphapapillomavirus 8	0.999999
ICTVTaxoChallenge_62811	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Caphthovirinae	0.999999	Teschovirus	0.999999	N/A	N/A	Teschovirus asilesi	0.999999
ICTVTaxoChallenge_628113	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Cypovirus	0.999999	N/A	N/A	Cypovirus trichoplusiae	0.999999
ICTVTaxoChallenge_628124	Riboviria	0.999999	N/A	N/A	Pararnavirae	0.999999	N/A	N/A	Artverviricota	0.999999	N/A	N/A	Revtraviricetes	0.999999	N/A	N/A	Ortervirales	0.999999	N/A	N/A	Belpaoviridae	0.999999	N/A	N/A	Semotivirus	0.999999	N/A	N/A	Bombyx mori Pao virus	0.999999
ICTVTaxoChallenge_628135	Duplodnaviria	0.4763	N/A	N/A	Heunggongvirae	0.4763	N/A	N/A	Uroviricota	0.4763	N/A	N/A	Caudoviricetes	0.4763	N/A	N/A	N/A	N/A	N/A	N/A	Peduoviridae	0.4763	N/A	N/A	Felsduovirus	0.4763	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628180	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Genomoviridae	0.999999	N/A	N/A	Gemycircularvirus	0.999999	N/A	N/A	Gemycircularvirus furse1	0.999999
ICTVTaxoChallenge_628185	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628207	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Attisvirus	0.999999	N/A	N/A	Attisvirus ebert	0.999999
ICTVTaxoChallenge_628228	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Alphasatellitidae	0.999999	Nanoalphasatellitinae	0.999999	Mivedwarsatellite	0.999999	N/A	N/A	Mivedwarsatellite erbse	0.999999
ICTVTaxoChallenge_628248	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Fiersviridae	0.999999	N/A	N/A	Ludtovirus	0.999999	N/A	N/A	Ludtovirus agrivivens	0.999999
ICTVTaxoChallenge_628285	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Demerecviridae	0.999999	Markadamsvirinae	0.999999	Epseptimavirus	0.999999	N/A	N/A	Epseptimavirus ev123	0.999999
ICTVTaxoChallenge_628287	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Schitoviridae	0.999999	N/A	N/A	Pokkenvirus	0.999999	N/A	N/A	Pokkenvirus pokken	0.999999
ICTVTaxoChallenge_628294	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Orthoreovirus	0.999999	N/A	N/A	Orthoreovirus nelsonense	0.999999
ICTVTaxoChallenge_628329	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Alphasatellitidae	0.4841	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628332	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Saphexavirus	0.999999	N/A	N/A	Saphexavirus BC611	0.999999
ICTVTaxoChallenge_628362	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Fimoviridae	0.999999	N/A	N/A	Emaravirus	0.999999	N/A	N/A	Emaravirus fraxini	0.999999
ICTVTaxoChallenge_628373	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Autographiviridae	0.999999	N/A	N/A	Pradovirus	0.999999	N/A	N/A	Pradovirus f20	0.999999
ICTVTaxoChallenge_62838	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus bellavistaense	0.999999
ICTVTaxoChallenge_628386	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Hareavirales	0.999999	N/A	N/A	Arenaviridae	0.999999	N/A	N/A	Mammarenavirus	0.999999	N/A	N/A	Mammarenavirus mopeiaense	0.999999
ICTVTaxoChallenge_628406	Varidnaviria	0.4917	N/A	N/A	Bamfordvirae	0.4917	N/A	N/A	Nucleocytoviricota	0.4917	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628407	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Martellivirales	0.999999	N/A	N/A	Virgaviridae	0.999999	N/A	N/A	Tobamovirus	0.999999	N/A	N/A	Tobamovirus cucumeris	0.999999
ICTVTaxoChallenge_628409	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Hareavirales	0.999999	N/A	N/A	Phenuiviridae	0.999999	N/A	N/A	Tenuivirus	0.999999	N/A	N/A	Tenuivirus oryzabrevis	0.999999
ICTVTaxoChallenge_628410	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Duplopiviricetes	0.999999	N/A	N/A	Durnavirales	0.999999	N/A	N/A	Hypoviridae	0.999999	N/A	N/A	Betahypovirus	0.999999	N/A	N/A	Betahypovirus sclerotiniae	0.999999
ICTVTaxoChallenge_628437	Duplodnaviria	0.4998	N/A	N/A	Heunggongvirae	0.4998	N/A	N/A	Uroviricota	0.4998	N/A	N/A	Caudoviricetes	0.4998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628438	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Andromedavirus	0.999999	N/A	N/A	Andromedavirus curly	0.999999
ICTVTaxoChallenge_628440	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus coxsackiepol	0.999999
ICTVTaxoChallenge_628446	Varidnaviria	0.6343	N/A	N/A	Bamfordvirae	0.6343	N/A	N/A	Nucleocytoviricota	0.6343	N/A	N/A	Megaviricetes	0.6343	N/A	N/A	Imitervirales	0.6343	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628449	Duplodnaviria	0.4993	N/A	N/A	Heunggongvirae	0.4993	N/A	N/A	Uroviricota	0.4993	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_62846	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Secoviridae	0.999999	Comovirinae	0.999999	Nepovirus	0.999999	N/A	N/A	Nepovirus nicotianae	0.999999
ICTVTaxoChallenge_628478	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Gordonclarkvirinae	0.999999	Kuravirus	0.999999	N/A	N/A	Kuravirus WFI101126	0.999999
ICTVTaxoChallenge_62848	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Hubeivirus	0.999999	N/A	N/A	Hubeivirus MY192	0.999999
ICTVTaxoChallenge_628505	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Haploviricotina	0.999999	Monjiviricetes	0.999999	N/A	N/A	Mononegavirales	0.999999	N/A	N/A	Paramyxoviridae	0.999999	Orthoparamyxovirinae	0.999999	Henipavirus	0.999999	N/A	N/A	Henipavirus nipahense	0.999999
ICTVTaxoChallenge_62853	Riboviria	0.4517	N/A	N/A	Orthornavirae	0.4517	N/A	N/A	Negarnaviricota	0.4517	Polyploviricotina	0.4517	Bunyaviricetes	0.4517	N/A	N/A	Elliovirales	0.4517	N/A	N/A	Peribunyaviridae	0.4517	N/A	N/A	Orthobunyavirus	0.4517	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628536	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus ipomoeae	0.999999
ICTVTaxoChallenge_628549	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Arfiviricetes	0.999999	N/A	N/A	Recrevirales	0.999999	N/A	N/A	Redondoviridae	0.999999	N/A	N/A	Torbevirus	0.999999	N/A	N/A	Torbevirus viento	0.999999
ICTVTaxoChallenge_628550	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Secoviridae	0.999999	N/A	N/A	Cheravirus	0.999999	N/A	N/A	Cheravirus mali	0.999999
ICTVTaxoChallenge_628562	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Haploviricotina	0.999999	Monjiviricetes	0.999999	N/A	N/A	Jingchuvirales	0.999999	N/A	N/A	Aliusviridae	0.999999	N/A	N/A	Ollusvirus	0.999999	N/A	N/A	Ollusvirus coleopteri	0.999999
ICTVTaxoChallenge_628573	Riboviria	0.5	N/A	N/A	Orthornavirae	0.5	N/A	N/A	Negarnaviricota	0.5	Polyploviricotina	0.5	Bunyaviricetes	0.5	N/A	N/A	Elliovirales	0.5	N/A	N/A	Hantaviridae	0.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628574	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Sedoreoviridae	0.999999	N/A	N/A	Seadornavirus	0.999999	N/A	N/A	Seadornavirus kadipiroense	0.999999
ICTVTaxoChallenge_628576	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus gossypimultanense	0.999999
ICTVTaxoChallenge_628588	Duplodnaviria	0.4707	N/A	N/A	Heunggongvirae	0.4707	N/A	N/A	Peploviricota	0.4707	N/A	N/A	Herviviricetes	0.4707	N/A	N/A	Herpesvirales	0.4707	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628590	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus alpharhino	0.999999
ICTVTaxoChallenge_628605	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Caphthovirinae	0.999999	Cardiovirus	0.999999	N/A	N/A	Cardiovirus saffoldi	0.999999
ICTVTaxoChallenge_628607	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus capsicumbangladeschense	0.999999
ICTVTaxoChallenge_628615	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus olifantsvleiense	0.999999
ICTVTaxoChallenge_628634	Duplodnaviria	0.802	N/A	N/A	Heunggongvirae	0.802	N/A	N/A	Uroviricota	0.802	N/A	N/A	Caudoviricetes	0.802	N/A	N/A	N/A	N/A	N/A	N/A	Straboviridae	0.802	Tevenvirinae	0.802	Tequatrovirus	0.802	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628681	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Haploviricotina	0.999999	Monjiviricetes	0.999999	N/A	N/A	Mononegavirales	0.999999	N/A	N/A	Rhabdoviridae	0.999999	Betarhabdovirinae	0.999999	Dichorhavirus	0.999999	N/A	N/A	Dichorhavirus clerodendri	0.999999
ICTVTaxoChallenge_628705	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Chrymotiviricetes	0.999999	N/A	N/A	Ghabrivirales	0.999999	Alphatotivirineae	0.999999	Chrysoviridae	0.999999	N/A	N/A	Betachrysovirus	0.999999	N/A	N/A	Betachrysovirus secupenicillii	0.999999
ICTVTaxoChallenge_628724	Riboviria	0.5	N/A	N/A	Orthornavirae	0.5	N/A	N/A	Duplornaviricota	0.5	N/A	N/A	Resentoviricetes	0.5	N/A	N/A	Reovirales	0.5	N/A	N/A	Spinareoviridae	0.5	N/A	N/A	Orthoreovirus	0.5	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628735	Varidnaviria	0.591	N/A	N/A	Bamfordvirae	0.591	N/A	N/A	Nucleocytoviricota	0.591	N/A	N/A	Megaviricetes	0.591	N/A	N/A	Imitervirales	0.591	N/A	N/A	Mimiviridae	0.591	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628736	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus insulae	0.999999
ICTVTaxoChallenge_628747	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pospiviroidae	0.999999	N/A	N/A	Pospiviroid	0.999999	N/A	N/A	Pospiviroid chloronani	0.999999
ICTVTaxoChallenge_628804	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Cypovirus	0.999999	N/A	N/A	Cypovirus trichoplusiae	0.999999
ICTVTaxoChallenge_628834	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Jimmervirus	0.999999	N/A	N/A	Jimmervirus osiris	0.999999
ICTVTaxoChallenge_628848	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Sedoreoviridae	0.999999	N/A	N/A	Rotavirus	0.999999	N/A	N/A	Rotavirus iotagastroenteritidis	0.999999
ICTVTaxoChallenge_628856	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Timlovirales	0.999999	N/A	N/A	Steitzviridae	0.999999	N/A	N/A	Hodnevirus	0.999999	N/A	N/A	Hodnevirus neopedohabitans	0.999999
ICTVTaxoChallenge_628863	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Bartogtaviriformidae	0.5	N/A	N/A	Bartonegtaviriform	0.5	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628898	Varidnaviria	0.999999	N/A	N/A	Bamfordvirae	0.999999	N/A	N/A	Nucleocytoviricota	0.999999	N/A	N/A	Pokkesviricetes	0.999999	N/A	N/A	Chitovirales	0.999999	N/A	N/A	Poxviridae	0.999999	Chordopoxvirinae	0.999999	Orthopoxvirus	0.999999	N/A	N/A	Orthopoxvirus raccoonpox	0.999999
ICTVTaxoChallenge_628900	Duplodnaviria	0.5	N/A	N/A	Heunggongvirae	0.5	N/A	N/A	Uroviricota	0.5	N/A	N/A	Caudoviricetes	0.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Marvinvirus	0.5	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628916	Duplodnaviria	0.503	N/A	N/A	Heunggongvirae	0.503	N/A	N/A	Uroviricota	0.503	N/A	N/A	Caudoviricetes	0.503	N/A	N/A	N/A	N/A	N/A	N/A	Peduoviridae	0.503	N/A	N/A	Felsduovirus	0.503	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628923	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628945	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Guernseyvirinae	0.999999	Jerseyvirus	0.999999	N/A	N/A	Jerseyvirus PBSE191	0.999999
ICTVTaxoChallenge_628952	Varidnaviria	0.494	N/A	N/A	Bamfordvirae	0.494	N/A	N/A	Nucleocytoviricota	0.494	N/A	N/A	Megaviricetes	0.494	N/A	N/A	Imitervirales	0.494	N/A	N/A	Schizomimiviridae	0.494	N/A	N/A	Biavirus	0.494	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_628962	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Autographiviridae	0.999999	N/A	N/A	Stopalavirus	0.999999	N/A	N/A	Stopalavirus S38C3	0.999999
ICTVTaxoChallenge_628989	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Hendrixvirinae	0.999999	Kwaitsingvirus	0.999999	N/A	N/A	Kwaitsingvirus HK446	0.999999
ICTVTaxoChallenge_628993	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Aquareovirus	0.999999	N/A	N/A	Aquareovirus oncorhynchi	0.999999
ICTVTaxoChallenge_629022	Duplodnaviria	0.502	N/A	N/A	Heunggongvirae	0.502	N/A	N/A	Uroviricota	0.502	N/A	N/A	Caudoviricetes	0.502	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
